CustomerId,"이탈(1),유지(0)",이탈확률(%),실제이탈여부
15661275,0,7.11,0
15697321,0,7.23,0
15636428,0,27.38,0
15571059,0,1.88,0
15585836,0,33.66,1
15814553,0,10.07,0
15604497,1,90.26,1
15567442,0,35.67,1
15609928,0,23.55,0
15762228,0,10.0,0
15726589,0,6.53,0
15680303,1,52.67,0
15598536,0,15.12,0
15672955,0,2.08,0
15761148,0,13.71,0
15687555,0,3.67,0
15690332,0,4.3,0
15746190,0,12.61,0
15583599,0,38.89,0
15648047,0,8.43,0
15747867,0,15.76,0
15760450,0,3.22,0
15666095,0,22.0,0
15617454,0,1.67,0
15643826,0,0.66,0
15782530,0,2.43,0
15672894,0,1.07,0
15727021,0,4.42,1
15723671,0,1.58,0
15622774,0,48.97,1
15744843,0,4.77,0
15642336,0,12.16,0
15643487,1,81.09,1
15589435,0,1.21,0
15571928,0,2.78,0
15708888,0,2.38,0
15751185,1,69.51,1
15689152,0,3.15,0
15682454,1,85.54,1
15583764,0,4.4,0
15787014,0,3.21,0
15652658,0,4.52,0
15580935,0,6.36,0
15642099,0,1.88,0
15689786,0,5.87,0
15737795,0,13.33,0
15756531,0,41.25,0
15757837,1,64.51,1
15606887,0,1.71,0
15641688,0,10.32,0
15576761,0,1.77,0
15686909,0,0.64,0
15738291,0,1.43,0
15589496,0,1.11,0
15709136,0,29.8,0
15627042,0,16.48,0
15583394,0,3.87,0
15782530,0,40.26,0
15623369,0,6.24,0
15758513,0,12.4,0
15579996,1,91.71,1
15573348,0,39.27,0
15739194,0,40.58,1
15670030,0,4.4,0
15603319,1,82.06,1
15726588,0,12.52,0
15578788,1,66.01,1
15810942,0,1.79,0
15599956,0,4.14,0
15749345,1,70.69,1
15568834,1,73.83,1
15741047,0,3.96,0
15801441,0,6.5,0
15793881,0,44.62,1
15684870,0,9.93,0
15791216,0,6.07,0
15799494,1,61.66,0
15599869,0,7.13,0
15717010,0,2.15,0
15633274,1,75.65,0
15593555,0,1.69,0
15593969,0,2.22,0
15690164,1,80.37,0
15713250,0,23.87,0
15640407,0,3.11,0
15750838,0,1.98,0
15584453,0,2.07,0
15742854,0,0.82,0
15689598,0,31.57,1
15626452,0,7.83,0
15752531,0,7.83,0
15692671,0,6.52,0
15679760,0,11.11,0
15640258,0,2.51,0
15695103,0,5.65,0
15718443,0,2.55,0
15732265,0,8.45,0
15774551,0,1.33,0
15647898,0,2.39,0
15694530,0,13.77,0
15605113,0,4.57,0
15750142,0,0.86,0
15752390,1,71.22,1
15642825,1,75.37,1
15584785,0,7.37,0
15617982,1,62.32,0
15726103,0,11.59,0
15761053,0,1.26,0
15769902,0,1.64,0
15791780,0,11.52,0
15624343,0,7.15,0
15753895,0,19.71,0
15768342,1,88.29,1
15627395,0,3.15,0
15598884,0,3.44,0
15592797,0,26.91,1
15681562,0,32.53,1
15802390,0,11.86,0
15783883,0,1.0,0
15722072,1,67.94,1
15707199,0,14.38,0
15707559,0,1.43,0
15694551,0,3.26,0
15738166,0,21.14,1
15646535,0,3.9,0
15586974,0,4.51,0
15798960,0,2.06,0
15790093,0,19.96,0
15604482,0,1.77,0
15743245,0,1.58,0
15650424,0,2.24,0
15620750,0,39.88,0
15694209,0,8.28,0
15781534,1,65.24,1
15791501,0,22.14,0
15616954,0,4.39,0
15706587,1,66.52,0
15647800,1,72.17,1
15617348,0,2.54,0
15726234,0,29.96,0
15781598,0,8.34,0
15779207,0,3.3,0
15769913,0,4.55,0
15589312,0,9.91,0
15571873,1,84.8,1
15795747,0,17.47,0
15680855,0,1.75,0
15582841,0,0.75,0
15689616,0,42.14,1
15731519,0,9.41,0
15769783,0,1.8,0
15782876,0,21.26,1
15688637,0,38.56,0
15780220,0,3.67,0
15712303,0,4.31,0
15658693,0,1.67,0
15697034,0,9.7,0
15641794,0,7.44,1
15658980,0,2.89,0
15571281,0,6.67,0
15743545,0,1.27,0
15576945,0,14.93,0
15752409,0,1.27,0
15792565,0,21.7,0
15653784,1,95.03,1
15748649,0,2.87,0
15693771,0,12.04,0
15711287,0,13.25,0
15596710,0,1.8,0
15695499,0,6.0,0
15776939,0,3.27,0
15779953,0,5.91,0
15628883,0,1.08,0
15571302,0,1.53,0
15736778,0,1.88,0
15779744,0,1.19,0
15808566,0,1.03,0
15763415,1,84.1,0
15781802,0,29.71,0
15803901,0,3.78,0
15785542,0,16.54,1
15785350,0,0.85,0
15775123,0,3.31,0
15753028,0,1.6,0
15574878,0,16.03,0
15624781,0,7.16,0
15677908,0,2.57,0
15572374,1,61.93,1
15793906,1,60.62,1
15651713,0,19.01,0
15662658,0,25.85,1
15677938,0,4.62,0
15640865,0,1.08,0
15586970,0,33.87,1
15751084,0,13.2,0
15717398,0,39.94,0
15696954,0,14.59,0
15785485,0,9.17,0
15592751,1,78.59,1
15641412,0,6.66,0
15624592,0,1.65,0
15782219,0,1.03,0
15662085,0,1.26,0
15583090,0,1.05,0
15621893,0,5.9,0
15812356,0,10.43,1
15766289,0,1.14,0
15756680,0,18.66,0
15619130,0,6.75,0
15604797,0,32.73,0
15673908,0,0.72,0
15713354,0,2.14,0
15739692,0,7.84,0
15626985,0,36.26,1
15585907,0,1.1,0
15592935,0,0.73,0
15770420,0,0.62,0
15589924,1,54.09,1
15682454,0,19.72,0
15752312,0,0.86,0
15661389,0,26.94,0
15604812,0,37.45,1
15604044,0,10.39,0
15629985,1,64.91,1
15680683,0,1.24,0
15750156,0,1.55,0
15611759,0,19.21,0
15665416,0,2.83,0
15623478,0,7.68,1
15683319,1,51.66,1
15792650,1,60.63,1
15792228,0,20.94,0
15656812,0,1.54,0
15651740,0,8.25,0
15803764,0,6.98,0
15756901,1,88.93,1
15796713,0,5.12,0
15573773,0,2.17,0
15704771,0,12.53,0
15735330,1,63.0,0
15631189,0,12.45,0
15682860,0,2.35,0
15643378,0,5.33,0
15689633,0,4.27,0
15675501,0,3.67,0
15782219,0,2.76,0
15773392,0,35.31,1
15642515,0,8.95,0
15641675,0,1.07,0
15707078,0,1.62,0
15735263,0,39.8,0
15591286,0,2.16,0
15628863,0,31.7,0
15709621,0,2.58,0
15772030,0,4.05,0
15748327,0,3.12,0
15694450,0,30.38,0
15637235,0,0.81,0
15653574,0,3.54,0
15602741,0,34.54,0
15576550,0,23.35,1
15711251,0,7.06,0
15612771,0,2.64,0
15621083,0,19.69,0
15722692,0,18.69,0
15757310,0,18.48,0
15690589,1,70.56,0
15631721,0,3.34,0
15627360,1,66.47,0
15627251,1,60.56,0
15753895,0,8.13,0
15717185,0,12.95,0
15596094,0,6.48,0
15770309,0,19.9,0
15714750,1,79.05,1
15793688,0,2.1,0
15587655,0,42.76,1
15586821,1,58.66,1
15794510,0,0.7,0
15583949,0,15.96,1
15610140,0,12.78,0
15673538,0,1.14,0
15643970,0,11.57,0
15758513,0,1.49,0
15602811,0,1.72,0
15692425,0,5.36,1
15597951,1,53.9,1
15773398,0,8.93,0
15754939,0,43.05,1
15628123,0,42.11,0
15660735,0,40.17,1
15730673,0,12.6,0
15763857,0,15.91,0
15796230,0,7.41,0
15750755,0,4.16,0
15576085,0,1.79,0
15714789,0,2.56,0
15615177,0,41.97,0
15662488,0,1.12,0
15795524,0,5.77,0
15740104,0,8.88,1
15662294,0,11.91,0
15772363,1,60.82,0
15574853,0,1.56,0
15669946,0,19.55,0
15711687,0,45.77,0
15666856,0,15.11,0
15659820,0,2.84,0
15661655,0,1.86,0
15771270,0,1.21,0
15629094,0,7.61,0
15715888,0,18.72,0
15640521,0,19.09,0
15742886,0,1.26,0
15621974,0,6.19,0
15657779,0,16.12,0
15647588,0,9.56,0
15731117,1,63.7,1
15632272,0,9.55,0
15793691,0,14.63,0
15592575,1,80.08,1
15589561,0,13.15,0
15763217,0,1.6,0
15614813,0,8.64,0
15702439,1,80.68,1
15592222,0,12.02,0
15734850,0,16.56,0
15685920,0,11.04,0
15644962,0,6.14,0
15663883,0,9.05,0
15713596,1,61.39,1
15765283,1,58.92,1
15793424,0,0.98,0
15589344,1,75.4,1
15725882,0,7.04,0
15809772,0,3.99,0
15665957,0,0.79,0
15683657,0,48.38,0
15803976,0,10.21,1
15789097,0,1.98,0
15629617,0,8.7,0
15783030,1,57.63,0
15723006,0,4.53,0
15677087,0,3.86,0
15628992,0,4.83,0
15605036,0,6.33,0
15617982,0,22.36,1
15623989,0,9.38,0
15610105,0,8.99,0
15682778,0,5.32,0
15774133,0,23.54,1
15681554,0,3.13,0
15703778,1,69.59,1
15694272,1,81.21,1
15624596,0,47.64,1
15623972,0,1.66,0
15769516,0,9.91,0
15624391,0,6.64,1
15683521,1,57.49,0
15792473,0,42.43,0
15682472,0,12.91,0
15783882,0,45.67,0
15572762,0,12.58,0
15791030,0,17.07,0
15751023,0,1.74,0
15768104,0,8.87,0
15709920,0,3.43,0
15589975,0,47.05,0
15761340,0,19.88,1
15651740,0,1.58,0
15775235,0,10.02,0
15631752,0,7.7,0
15570194,0,3.7,0
15735246,1,55.63,0
15711028,0,1.45,0
15706463,0,1.0,0
15666076,1,86.16,1
15701537,0,1.96,0
15656426,0,6.12,0
15594878,0,33.37,0
15635776,1,77.8,1
15687421,0,22.55,1
15587913,0,1.33,0
15781129,0,2.63,0
15631339,0,13.0,0
15592994,0,5.56,0
15652693,0,11.04,0
15712584,0,14.17,0
15693893,0,1.14,0
15631512,0,21.22,0
15673439,0,28.14,1
15595765,0,30.56,0
15643439,0,5.15,0
15721586,0,11.49,0
15642951,0,7.07,0
15757628,0,18.5,1
15688880,0,2.82,0
15778526,0,1.3,0
15683873,1,51.39,1
15771139,1,83.36,1
15756471,0,2.38,0
15685500,0,8.68,0
15681274,1,80.27,1
15732378,0,4.2,0
15687765,0,44.79,0
15677804,0,15.65,0
15605036,1,91.52,1
15761047,0,20.34,0
15691647,0,3.04,0
15622192,0,2.16,0
15691119,0,11.25,0
15689602,0,22.89,0
15768474,0,11.23,0
15703378,0,1.61,0
15745354,1,85.81,1
15651389,0,32.34,0
15754053,0,5.68,0
15751561,0,2.85,1
15676865,0,17.44,0
15630195,0,1.92,0
15648067,0,1.15,0
15776733,0,0.74,0
15616365,0,15.32,1
15796810,0,1.3,0
15802741,1,80.62,1
15777922,0,3.66,0
15686885,0,4.46,0
15791268,0,9.67,0
15740160,0,12.93,0
15598086,0,17.49,0
15662434,0,1.29,0
15591036,0,1.03,0
15616168,0,8.57,0
15604818,0,21.3,0
15710397,0,19.23,0
15622192,1,67.79,0
15718289,0,47.7,1
15571766,0,14.17,0
15752488,0,38.64,1
15781702,0,3.28,0
15798896,1,90.62,1
15747288,0,1.65,0
15593694,0,11.37,0
15629133,0,3.17,0
15761023,0,10.55,0
15581295,0,42.18,0
15670345,0,12.35,0
15729019,0,12.36,0
15637110,0,3.97,0
15686670,0,35.9,0
15742971,0,15.01,0
15635125,0,0.95,0
15648735,0,1.91,0
15614962,0,14.7,0
15597951,0,4.7,0
15725028,0,6.03,0
15671591,0,18.23,0
15737647,0,3.28,0
15641733,0,6.04,0
15782418,0,6.67,0
15762745,0,20.99,1
15775678,0,4.93,0
15625948,0,3.15,0
15760450,0,1.83,0
15663478,0,4.42,0
15772337,0,47.73,1
15617982,0,3.17,0
15702061,0,1.43,0
15678201,0,5.25,0
15645835,0,19.59,0
15791316,0,11.37,0
15807595,0,3.39,0
15796496,0,22.75,0
15778838,0,2.41,0
15807221,0,24.0,1
15628893,0,4.09,0
15628007,0,0.82,0
15589924,0,14.33,1
15782650,0,17.91,1
15696733,0,7.0,0
15629150,0,1.77,0
15656062,0,40.31,0
15797900,0,1.39,0
15683902,1,72.13,1
15796413,0,4.83,0
15765287,0,1.46,0
15581748,0,42.57,0
15789055,0,12.96,0
15722533,0,1.35,0
15753550,1,83.16,1
15667085,1,80.99,1
15596800,0,24.86,0
15674720,0,14.15,0
15733043,0,17.46,0
15807993,1,51.31,1
15574577,0,1.18,0
15572351,0,12.71,0
15774192,0,25.88,0
15681327,0,21.37,1
15640409,0,36.73,0
15772632,0,3.9,0
15742668,0,1.6,0
15722409,0,1.68,0
15593510,0,3.34,0
15691624,0,9.11,0
15769596,0,18.05,0
15636624,0,11.58,0
15645269,0,9.13,1
15771299,0,4.46,0
15702983,0,3.8,0
15771409,1,90.11,1
15799859,1,82.84,1
15582525,0,8.0,0
15571689,0,0.75,0
15763612,0,5.88,0
15748231,0,28.08,0
15796370,0,34.02,1
15686461,0,3.56,0
15679663,0,3.54,0
15806983,0,0.73,0
15612358,0,46.63,1
15814275,0,18.06,0
15771573,0,1.08,0
15769571,0,15.78,0
15692991,0,6.81,0
15674750,1,69.64,0
15733114,0,44.64,0
15804937,0,42.71,1
15705512,0,1.35,0
15599081,0,28.81,0
15775067,0,45.85,1
15799720,0,3.06,0
15694300,0,2.0,0
15804919,0,16.85,0
15579915,0,47.09,0
15686870,0,4.58,0
15732102,0,9.31,1
15668883,1,89.77,1
15794253,0,1.67,1
15624343,0,2.59,0
15572758,0,29.23,1
15578980,0,4.51,0
15689492,0,17.51,0
15767414,0,1.15,0
15640056,0,5.86,0
15744368,1,90.55,1
15616168,0,7.58,1
15766166,1,88.26,1
15755863,0,42.4,1
15809823,0,37.38,1
15761674,0,4.25,0
15625175,0,3.09,0
15712403,0,7.02,0
15593499,0,1.89,0
15674840,0,1.54,0
15652700,0,14.64,0
15813444,0,3.61,0
15654733,0,13.63,0
15724076,1,89.81,1
15807568,0,1.68,0
15754577,0,1.53,0
15627190,1,63.56,1
15731760,0,1.53,0
15632272,0,8.91,0
15788483,0,1.63,0
15678727,0,5.43,0
15656086,0,27.27,0
15696989,0,6.38,0
15570194,1,92.81,1
15683625,0,3.43,0
15716186,0,6.85,0
15736126,0,1.24,0
15725882,0,5.06,0
15609356,0,1.81,1
15596914,0,8.57,1
15667871,1,89.03,1
15650096,0,1.07,0
15643903,0,32.92,0
15750778,0,0.76,0
15672056,1,90.7,1
15734987,0,1.55,0
15662658,0,2.18,0
15802478,0,48.31,0
15739223,0,2.14,0
15668669,0,4.44,0
15743614,0,3.89,0
15757588,0,1.49,0
15692718,0,8.66,0
15755863,1,72.59,0
15779267,0,18.03,0
15568963,1,63.81,1
15642937,0,25.39,0
15673820,0,42.96,1
15576077,1,60.56,0
15685300,0,28.3,0
15718789,0,3.68,0
15692583,1,77.77,1
15777639,0,36.03,0
15799966,0,41.89,1
15772381,0,12.27,0
15718231,0,1.58,0
15698619,1,90.71,1
15575339,0,3.42,0
15812534,1,64.58,1
15763579,0,2.6,0
15802220,0,8.37,0
15581282,0,3.92,0
15740509,0,2.74,0
15643908,0,6.96,0
15588461,0,30.68,0
15673371,0,21.39,0
15778515,0,2.53,0
15736302,0,3.09,0
15692416,0,31.95,1
15759499,0,33.5,0
15809800,1,53.57,0
15722532,1,81.23,0
15594556,1,93.6,1
15589224,0,0.72,0
15747534,0,1.67,0
15656613,0,6.86,0
15733538,1,71.73,0
15746199,0,1.19,0
15801817,0,5.06,0
15663917,0,8.8,1
15814405,0,1.44,0
15665532,0,7.35,0
15743478,0,3.55,0
15727384,0,17.27,0
15625916,1,76.22,1
15777893,0,9.16,0
15684193,0,13.54,1
15571586,0,1.23,0
15785542,0,1.06,0
15581252,0,0.91,0
15656613,0,23.87,1
15586959,0,2.24,0
15731790,1,89.34,1
15677785,0,9.82,0
15734891,0,35.13,0
15570194,0,4.39,0
15593601,0,8.35,0
15694098,0,6.49,0
15715079,0,1.0,0
15672294,0,0.92,0
15802570,0,5.93,0
15768763,0,1.86,0
15776743,0,5.47,0
15588854,1,93.9,1
15703394,0,35.2,0
15700251,0,39.01,1
15662662,0,1.1,0
15724161,0,10.9,0
15691863,1,91.12,1
15658716,0,0.83,0
15592751,0,2.99,0
15582892,0,12.56,0
15642394,0,9.18,0
15573456,0,47.47,0
15694717,0,5.97,0
15795246,0,17.87,0
15623471,0,32.71,0
15763097,0,6.56,0
15594594,0,15.35,0
15679145,0,11.19,0
15793331,0,5.26,0
15650237,0,3.01,0
15790595,0,17.03,0
15611786,0,4.4,0
15796612,0,8.58,0
15672934,0,1.25,0
15789055,0,2.77,0
15812071,0,1.31,0
15583597,0,21.48,0
15697360,0,11.92,0
15754952,0,34.11,0
15644849,1,92.6,1
15637646,0,35.25,1
15788442,0,35.48,1
15651336,0,1.0,0
15679801,0,2.35,0
15702061,0,47.53,1
15771000,0,49.06,1
15722692,1,85.42,1
15633352,0,11.2,0
15643496,1,61.77,0
15695884,1,90.67,1
15576094,1,62.49,1
15791342,0,24.49,0
15697460,0,3.74,0
15574523,0,33.54,1
15728224,0,7.16,0
15795957,0,2.68,0
15636423,0,16.61,0
15802585,0,28.0,1
15803685,0,8.48,0
15780254,0,1.09,0
15726556,0,3.25,0
15773809,0,23.69,0
15693816,0,2.06,0
15733581,0,18.43,0
15811200,0,10.42,0
15631189,0,6.17,0
15661815,0,4.68,0
15769980,1,59.67,0
15617507,0,1.01,0
15693637,1,86.27,1
15756668,0,2.86,0
15654457,1,57.25,1
15646563,1,82.14,1
15807078,0,12.51,0
15702631,0,0.64,0
15607301,0,3.08,0
15698028,0,9.14,0
15684958,0,0.63,0
15656263,0,5.23,0
15804787,0,4.72,0
15757537,0,0.74,0
15798906,0,3.32,0
15691874,0,4.15,0
15809837,0,4.42,0
15803941,1,76.07,1
15641298,0,3.83,0
15787710,1,86.91,1
15750755,0,10.75,0
15644878,1,52.19,1
15638247,0,2.55,0
15787825,0,3.24,0
15711455,0,2.99,0
15665062,1,81.94,1
15761132,0,27.93,1
15751193,0,0.9,0
15575428,0,8.01,1
15737489,0,10.82,0
15756472,0,1.25,0
15790449,0,0.84,0
15675410,0,1.47,0
15747358,0,4.62,0
15644844,1,79.33,1
15692577,1,59.12,0
15774696,0,1.56,0
15681075,0,25.69,0
15761708,0,3.99,0
15785559,0,1.65,0
15591822,0,2.77,0
15665611,0,5.14,0
15803801,0,0.9,0
15735250,0,2.28,1
15619932,0,13.17,0
15597901,0,32.61,1
15682600,0,3.21,0
15762993,0,13.3,0
15709474,0,15.25,0
15754574,0,22.04,0
15621818,0,32.89,0
15642735,0,6.45,0
15682756,1,85.5,1
15754526,0,2.61,0
15705620,0,41.4,1
15751412,0,9.08,0
15741403,0,32.71,1
15782578,0,8.47,0
15648068,0,0.89,0
15649418,0,20.81,0
15796413,0,34.85,0
15646095,0,7.19,0
15739552,0,12.12,0
15605737,0,8.14,0
15599535,0,11.95,0
15796968,0,11.88,0
15612043,1,83.65,0
15715176,0,8.23,1
15581871,1,69.31,0
15725679,0,11.16,0
15625761,0,20.14,0
15631756,0,4.18,0
15592531,1,92.71,1
15804853,1,63.88,0
15731730,0,13.74,0
15804586,0,9.07,0
15806420,0,1.25,0
15765650,0,1.42,0
15604891,0,1.02,0
15758775,1,78.14,1
15596800,0,1.47,0
15757933,1,83.38,1
15781598,1,63.47,1
15696839,1,56.98,1
15683524,0,19.84,0
15641640,0,7.35,0
15813974,0,36.56,0
15763171,0,6.49,0
15800223,0,7.1,0
15732708,0,4.14,0
15637644,0,3.74,0
15657771,0,13.7,0
15632472,0,17.73,0
15666652,0,6.76,0
15764284,0,0.78,0
15805449,0,1.19,0
15761141,0,4.27,1
15654574,0,12.65,0
15626147,0,6.51,0
15691457,0,1.79,0
15659475,0,3.17,0
15621063,0,1.0,0
15582591,0,0.98,0
15589320,1,64.35,1
15773273,0,5.33,0
15668830,0,1.11,0
15677049,0,4.59,0
15635367,0,9.8,0
15732266,0,1.5,0
15674829,1,94.38,1
15651883,1,93.21,0
15745307,0,37.13,0
15798816,1,93.04,1
15628963,0,21.03,0
15580146,1,88.79,0
15670562,0,3.01,0
15784597,0,3.3,0
15565879,0,10.29,0
15737888,0,8.58,0
15674991,0,4.65,0
15746662,0,3.15,0
15673877,0,13.98,0
15576550,0,46.26,1
15631406,0,32.17,0
15633227,0,18.41,1
15641490,1,91.86,1
15579915,0,14.49,1
15798960,0,40.53,0
15687421,0,1.11,0
15607314,0,1.56,0
15608873,0,34.61,1
15714883,0,18.79,0
15751336,0,44.46,0
15803456,0,27.1,0
15777743,0,18.13,0
15579777,0,7.0,1
15694510,0,11.52,0
15631339,1,86.87,1
15596021,0,25.79,0
15667588,0,21.97,0
15595160,0,1.07,0
15770420,0,16.53,0
15598894,0,27.12,0
15638774,1,51.67,0
15718242,0,3.02,0
15804787,0,19.08,0
15620505,0,5.26,0
15662955,1,66.83,0
15626212,0,8.51,0
15629390,1,90.7,1
15719352,0,28.42,1
15659236,0,9.28,0
15706593,0,7.47,0
15695499,0,5.19,0
15778944,0,9.95,0
15713559,0,14.42,0
15579994,0,21.88,1
15758045,0,13.86,0
15633666,0,20.39,0
15662100,0,16.65,0
15575146,0,19.61,0
15595588,0,1.24,0
15785042,0,8.58,0
15726313,1,82.84,0
15737961,0,5.19,0
15783541,0,6.07,0
15759917,0,27.79,1
15748597,0,1.58,0
15598331,0,11.58,0
15649523,0,2.68,0
15644878,0,1.45,0
15676810,0,1.11,0
15719827,0,2.67,0
15672016,0,4.2,0
15720671,0,11.51,0
15759021,0,3.65,0
15776939,0,10.79,0
15633648,0,11.06,0
15784890,0,13.8,0
15795954,0,18.64,0
15752312,0,34.71,0
15595832,0,9.6,1
15641417,0,26.72,0
15594576,1,69.85,1
15605872,0,12.33,0
15680916,0,1.89,0
15779913,0,0.96,0
15636548,0,13.65,0
15772886,1,90.52,1
15691817,0,17.32,0
15651336,0,3.56,0
15709653,0,1.21,0
15681910,0,3.29,0
15592765,1,76.12,1
15686916,0,0.75,0
15676895,0,29.12,0
15644878,0,6.81,0
15741275,0,8.93,0
15683462,0,1.15,0
15682355,0,4.81,0
15735222,1,55.07,1
15743817,0,21.31,0
15729956,0,13.09,1
15636589,0,9.77,1
15653025,1,70.96,0
15777082,0,12.14,0
15705994,0,3.87,0
15677586,0,3.45,0
15638751,0,13.71,0
15791767,0,2.77,0
15740458,0,27.22,0
15745404,0,7.01,0
15658852,0,8.13,0
15803378,1,58.36,0
15753550,0,1.49,0
15585853,0,4.57,1
15804937,1,93.14,1
15792649,0,15.83,0
15643359,0,2.99,0
15635435,0,19.5,0
15592846,0,14.88,0
15653779,0,7.0,0
15714874,0,7.86,0
15594862,0,0.85,0
15773741,0,7.53,0
15602845,0,1.19,0
15661708,0,21.61,0
15619436,0,2.81,0
15572728,0,0.85,0
15709780,1,51.85,1
15693764,0,15.35,0
15682355,0,5.21,0
15647974,0,38.74,0
15690743,0,31.04,0
15799815,1,83.4,1
15636397,0,0.62,0
15578858,0,47.88,0
15765415,0,3.64,0
15654238,0,19.67,0
15613180,0,5.07,0
15701524,0,49.81,0
15664523,0,14.59,0
15651352,0,9.61,0
15692583,0,2.88,0
15742269,0,1.8,0
15628144,0,41.12,1
15746743,0,2.47,0
15737521,0,43.84,1
15635116,0,5.19,0
15738018,0,47.22,0
15751177,0,38.75,0
15804235,0,2.47,0
15783501,0,1.81,0
15588587,0,5.73,0
15631339,1,91.1,1
15664311,0,1.08,0
15724454,0,11.63,0
15725429,0,1.1,0
15778830,0,2.27,0
15714789,0,20.23,0
15585865,0,7.09,0
15584785,1,81.16,1
15807239,0,32.11,0
15640106,0,13.19,0
15765520,0,1.25,0
15586674,0,1.38,0
15693737,0,1.99,0
15775703,0,10.84,0
15580149,1,86.64,1
15583849,1,89.09,1
15797751,0,13.24,0
15629545,0,40.01,0
15749693,0,4.32,0
15605672,0,4.76,0
15627999,0,30.53,1
15702462,0,6.85,0
15683521,1,73.25,1
15569595,0,17.34,0
15753976,0,4.73,0
15592736,0,2.49,0
15626578,0,5.0,0
15703437,0,2.91,0
15751297,0,1.7,0
15651336,0,3.07,0
15756820,0,44.63,1
15605622,0,2.6,0
15758513,0,2.66,0
15742028,0,42.54,1
15611756,0,4.54,0
15583566,0,3.4,0
15770039,0,25.73,1
15776743,0,8.97,0
15615296,0,18.63,0
15640846,0,26.37,0
15682540,0,4.89,1
15738018,0,1.78,0
15723053,0,1.6,0
15719579,0,23.59,1
15718216,0,0.78,0
15718507,0,4.19,0
15606115,1,58.0,1
15654096,0,16.96,0
15631081,0,13.77,0
15782530,0,2.67,0
15656471,0,31.96,0
15686983,0,0.76,0
15625545,1,72.59,1
15694995,0,3.57,0
15686941,0,5.69,0
15618255,0,21.46,1
15757916,0,3.44,0
15691726,1,50.92,0
15708139,0,5.07,0
15646784,1,75.38,0
15799217,0,39.09,0
15782404,0,1.43,0
15808960,1,69.46,1
15715117,0,17.39,0
15725023,1,60.81,1
15632977,0,20.7,0
15751561,0,6.48,0
15794870,0,8.76,0
15646372,0,12.77,0
15702442,0,10.78,0
15595324,0,1.59,0
15741643,0,48.22,0
15647898,0,3.36,0
15778934,0,29.29,1
15682830,0,4.56,0
15703588,1,77.17,1
15652658,0,25.99,0
15695865,0,3.62,0
15679743,0,15.97,0
15632575,0,3.61,0
15585907,0,6.06,0
15793825,0,34.42,0
15672053,0,2.45,0
15757577,0,1.02,0
15791336,0,1.65,0
15692929,0,0.94,0
15696852,1,91.07,1
15651955,1,77.45,1
15764174,0,7.73,0
15661656,0,5.1,0
15770345,0,23.8,0
15793331,0,5.99,0
15768233,0,12.77,0
15735636,0,44.07,0
15572446,0,5.99,0
15683544,0,2.61,0
15763065,0,1.62,0
15749688,1,92.31,1
15772421,0,18.91,0
15589949,0,3.57,0
15570194,0,2.15,0
15795541,0,1.67,0
15722350,0,29.14,0
15796074,0,23.79,0
15656937,0,8.84,0
15687828,0,3.11,0
15709920,0,0.74,0
15628420,1,90.52,1
15726490,1,88.83,1
15775238,0,35.16,0
15812850,0,3.2,0
15622834,0,41.21,0
15592999,0,3.03,0
15808526,0,1.5,0
15693326,1,82.5,1
15726747,1,60.12,0
15666856,1,78.47,1
15783276,0,1.18,0
15686588,0,7.09,0
15703968,1,82.26,1
15758845,0,0.84,0
15808868,0,17.32,0
15735388,0,9.04,0
15709232,1,64.66,1
15586699,0,21.45,0
15647898,0,4.04,0
15641782,0,1.25,0
15802741,0,0.91,0
15732621,0,1.06,0
15802625,0,10.37,0
15613097,0,0.81,0
15731148,0,1.03,0
15741643,0,16.05,0
15751553,0,1.88,0
15633064,0,4.77,0
15616833,0,30.61,1
15674820,0,14.7,0
15658987,0,17.92,0
15603851,0,4.77,0
15613854,0,10.9,1
15701164,0,49.04,0
15721917,0,14.9,1
15649183,1,91.1,1
15679810,0,18.26,1
15633274,0,3.19,0
15800229,0,11.66,0
15672447,0,23.62,1
15731755,0,1.92,0
15578096,0,13.86,0
15576928,0,8.5,0
15590476,0,15.78,0
15632859,0,2.34,0
15798470,0,7.0,0
15790829,0,13.01,0
15744517,1,53.11,0
15742019,1,74.19,1
15757871,0,3.5,0
15739248,0,44.45,0
15795878,0,8.96,0
15742028,0,24.0,1
15790717,1,82.21,1
15714240,0,32.89,0
15773922,0,9.73,1
15624695,0,1.48,0
15714981,0,0.92,0
15690170,1,88.86,1
15723481,0,4.92,0
15666823,0,3.04,0
15654574,0,24.52,1
15696514,1,85.34,0
15650924,1,85.31,1
15724443,0,5.79,0
15686099,0,12.16,0
15723006,0,10.24,1
15581370,1,87.53,1
15576185,0,9.74,0
15690540,0,6.31,0
15684294,0,7.77,0
15579969,0,1.77,0
15695197,0,5.21,0
15608845,0,8.76,0
15574072,1,51.53,0
15644962,0,0.78,0
15699340,1,92.9,1
15606097,0,34.28,0
15656417,0,0.8,0
15578098,0,0.79,0
15643679,0,2.43,0
15622532,0,35.36,1
15802785,0,27.83,1
15635143,1,86.08,1
15765532,0,18.76,0
15757831,0,10.26,0
15727467,0,4.43,0
15803764,0,6.65,0
15690130,0,5.93,0
15571604,0,0.76,0
15692226,0,21.25,0
15617225,0,4.76,0
15595036,0,1.6,0
15592736,0,3.71,0
15793327,0,1.39,0
15725586,0,1.48,0
15581811,0,21.69,0
15652883,0,24.97,1
